# X-ray diffraction data of amorphous ice, measured at APS beamline 6 ID-D by  Mariedahl et al. (J. Phys. Chem. B 2018, DOI: 10.1021/acs.jpcb.8b04823)# Oxygen-Oxygen Structure factor S_OO(Q) data shown in Figure 2 of corresponding paper# S_OO(Q) and standard error obtained by averaging individual runs on different sample positions within the same batch# VHDA (sample #4)
# Q[Å^-1] S_OO(Q) Error
2.670000000000001705e+00 1.056424082684961130e+00 2.468000494580875528e-03
2.680000000000002380e+00 1.049930154234377744e+00 1.941712722700978657e-03
2.690000000000001723e+00 1.044876457362700073e+00 1.507624208408360174e-03
2.700000000000001954e+00 1.041202760605943745e+00 1.228027724766977361e-03
2.710000000000001297e+00 1.038914420547663919e+00 1.178847209587569099e-03
2.720000000000001972e+00 1.038247328840032901e+00 1.364188796664054073e-03
2.730000000000001315e+00 1.039499504571641086e+00 1.702113434250587852e-03
2.740000000000001545e+00 1.042823366486675951e+00 2.127359001526912385e-03
2.750000000000001776e+00 1.047894922721064770e+00 2.601189100089136477e-03
2.760000000000002007e+00 1.054088732072000045e+00 3.090197143992335239e-03
2.770000000000002238e+00 1.060742665341272373e+00 3.569995975949966528e-03
2.780000000000001581e+00 1.067336999252902263e+00 4.029402238199327087e-03
2.790000000000002256e+00 1.073523207911099009e+00 4.462754172668911487e-03
2.800000000000001599e+00 1.079296045823715078e+00 4.879993447799007948e-03
2.810000000000001830e+00 1.084838836318733568e+00 5.296944098072925260e-03
2.820000000000001172e+00 1.090391763710126138e+00 5.722484127469049109e-03
2.830000000000001847e+00 1.096303880631908978e+00 6.163864272092843717e-03
2.840000000000002522e+00 1.102776648736022658e+00 6.627615216196640346e-03
2.850000000000001865e+00 1.109883302149397455e+00 7.111635128923141959e-03
2.860000000000002096e+00 1.117763699175786440e+00 7.606503427786285264e-03
2.870000000000001439e+00 1.126618393655231420e+00 8.103483382416535805e-03
2.880000000000002114e+00 1.136336944305369467e+00 8.596837485936946466e-03
2.890000000000001457e+00 1.146827780140481146e+00 9.081322236713011350e-03
2.900000000000001688e+00 1.158140708877033687e+00 9.555042874662404706e-03
2.910000000000001918e+00 1.170300121278232686e+00 1.002030156338037416e-02
2.920000000000002149e+00 1.183106502297271767e+00 1.048614749408029699e-02
2.930000000000002380e+00 1.196374132679970836e+00 1.098928634900328549e-02
2.940000000000001723e+00 1.209983791800088415e+00 1.157844183156658130e-02
2.950000000000002398e+00 1.223760603314732354e+00 1.227117103376258039e-02
2.960000000000001741e+00 1.237435014618077922e+00 1.303913422714327551e-02
2.970000000000001972e+00 1.250859895801362587e+00 1.384374895261283704e-02
2.980000000000001315e+00 1.263885451586648667e+00 1.463269429626257688e-02
2.990000000000001990e+00 1.276228659912540753e+00 1.533770423906147089e-02
3.000000000000002665e+00 1.287431145193363990e+00 1.589868163156472891e-02
3.010000000000002007e+00 1.296958487524783710e+00 1.627986564279037401e-02
3.020000000000002238e+00 1.304349400226770150e+00 1.645378641466306233e-02
3.030000000000001581e+00 1.309514687829599344e+00 1.640538761824191991e-02
3.040000000000002256e+00 1.312563246325262778e+00 1.612830028962726828e-02
3.050000000000001599e+00 1.313582112605028662e+00 1.567204506634389469e-02
3.060000000000001830e+00 1.312508194118987781e+00 1.515368777426872975e-02
3.070000000000002061e+00 1.309232590079823177e+00 1.467304793416167839e-02
3.080000000000002292e+00 1.304026611776017086e+00 1.426279612459005648e-02
3.090000000000002522e+00 1.297345692759945157e+00 1.393044795924662689e-02
3.100000000000001865e+00 1.289495087995311318e+00 1.366560323767314518e-02
3.110000000000002540e+00 1.280497691637417113e+00 1.343459694917962556e-02
3.120000000000001883e+00 1.270365984999851205e+00 1.320708879366342368e-02
3.130000000000002114e+00 1.259067884929082837e+00 1.297054064240714399e-02
3.140000000000001457e+00 1.246506005969748809e+00 1.272470665402684366e-02
3.150000000000002132e+00 1.232718733941351452e+00 1.248100204732306186e-02
3.160000000000002807e+00 1.218067382835335000e+00 1.224898891370710362e-02
3.170000000000002149e+00 1.202985156298338687e+00 1.201800834556818708e-02
3.180000000000002380e+00 1.187654686987986929e+00 1.178496127437590225e-02
3.190000000000001723e+00 1.172135451327005473e+00 1.156289849828553810e-02
3.200000000000002398e+00 1.156512501826968187e+00 1.134853373826062543e-02
3.210000000000001741e+00 1.140870731406578686e+00 1.109600045460008670e-02
3.220000000000001972e+00 1.125168791918744526e+00 1.076016049162146354e-02
3.230000000000003091e+00 1.109273568764030493e+00 1.035752783112097938e-02
3.240000000000002434e+00 1.093101214383683573e+00 9.938246233748533956e-03
3.250000000000002665e+00 1.076629533017100737e+00 9.538562524833040304e-03
3.260000000000002007e+00 1.059802335933499373e+00 9.164828624640432991e-03
3.270000000000002682e+00 1.042602018437024158e+00 8.817442624281334948e-03
3.280000000000002025e+00 1.025163185556843493e+00 8.484980270152512813e-03
3.290000000000002256e+00 1.007577416958692851e+00 8.149001153492096972e-03
3.300000000000001599e+00 9.897945527299388813e-01 7.799857120066355613e-03
3.310000000000002274e+00 9.717684079787777263e-01 7.450833293837017673e-03
3.320000000000002949e+00 9.536013880422774536e-01 7.117446100917221991e-03
3.330000000000002292e+00 9.355323379035375142e-01 6.804771707140178268e-03
3.340000000000002522e+00 9.179343052576309780e-01 6.510868749007050343e-03
3.350000000000001865e+00 9.011852092712021589e-01 6.234175496286652185e-03
3.360000000000002540e+00 8.854605049725178256e-01 5.975041928234840934e-03
3.370000000000001883e+00 8.707385287500636339e-01 5.734007138513949609e-03
3.380000000000002114e+00 8.569593851131780404e-01 5.516391219763806808e-03
3.390000000000001457e+00 8.440600938911205775e-01 5.332860153255752737e-03
3.400000000000002576e+00 8.319638362857492142e-01 5.198772034895631465e-03
3.410000000000002807e+00 8.206149529450428304e-01 5.140056155082375379e-03
3.420000000000002149e+00 8.101476392894697565e-01 5.189446625314271186e-03
3.430000000000002824e+00 8.005800895447724441e-01 5.367524754784177253e-03
3.440000000000002167e+00 7.917222990262455795e-01 5.677927445162946583e-03
3.450000000000002398e+00 7.833577940917924032e-01 6.101334428603800812e-03
3.460000000000001741e+00 7.754302714240959293e-01 6.550586027389729109e-03
3.470000000000002416e+00 7.677802360444204721e-01 6.910943645792026746e-03
3.480000000000003091e+00 7.602067293039601603e-01 7.096979345490586448e-03
3.490000000000002434e+00 7.526564358456178105e-01 7.060181783453318288e-03
3.500000000000002665e+00 7.452408150341069959e-01 6.774308742593476013e-03
3.510000000000002007e+00 7.380953891799423294e-01 6.280755538267343736e-03
3.520000000000002682e+00 7.313297009702672824e-01 5.641398608699604335e-03
3.530000000000002025e+00 7.250608115376578899e-01 4.927676001620952262e-03
3.540000000000002256e+00 7.193120370322403367e-01 4.218956932506540136e-03
3.550000000000003375e+00 7.140027355949299936e-01 3.587840511091846488e-03
3.560000000000003162e+00 7.091245212886614357e-01 3.077131227877703129e-03
3.570000000000002505e+00 7.048428289828504445e-01 2.711092038396045040e-03
3.580000000000002292e+00 7.012674607120782388e-01 2.470083876420714735e-03
3.590000000000002522e+00 6.984262400998226816e-01 2.299851264246725088e-03
3.600000000000002309e+00 6.963573265442899451e-01 2.157116139739644056e-03
3.610000000000002540e+00 6.950474656300942300e-01 2.030101339589922022e-03
3.620000000000002327e+00 6.942959057464396233e-01 1.918148785811854334e-03
3.630000000000002558e+00 6.939170124852156452e-01 1.820545932832337869e-03
3.640000000000002789e+00 6.938730133014773260e-01 1.734875301531059975e-03
3.650000000000002576e+00 6.942073101617379782e-01 1.658727037723981522e-03
3.660000000000002807e+00 6.949200625895874950e-01 1.589123007133355766e-03
3.670000000000002593e+00 6.960701340115735825e-01 1.522167499869952990e-03
3.680000000000002824e+00 6.977533693735347153e-01 1.455146512804634520e-03
3.690000000000002611e+00 6.999969603751128311e-01 1.387935252045070442e-03
3.700000000000001954e+00 7.027155654733079349e-01 1.321250819256164152e-03
3.710000000000001741e+00 7.058177588714058537e-01 1.259084137110012954e-03
3.720000000000002860e+00 7.092353672031403988e-01 1.204927725668052075e-03
3.730000000000003091e+00 7.129078515512801140e-01 1.158537384266966402e-03
3.740000000000002878e+00 7.168461330411839416e-01 1.115592118939606097e-03
3.750000000000003109e+00 7.211264781257318290e-01 1.071316598814356065e-03
3.760000000000002895e+00 7.258474412864169834e-01 1.028579834407978644e-03
3.770000000000002238e+00 7.310843307092346199e-01 9.968464390098651529e-04
3.780000000000002025e+00 7.368567457238781593e-01 9.856210052883718469e-04
3.790000000000003144e+00 7.430436154643363933e-01 9.971841846825927041e-04
3.800000000000003375e+00 7.494598983980399476e-01 1.028434568704151642e-03
3.810000000000003162e+00 7.560637950558271037e-01 1.073878735020232945e-03
3.820000000000002505e+00 7.629865619131390719e-01 1.126737312717017263e-03
3.830000000000002292e+00 7.703182672949780985e-01 1.183504999009131432e-03
3.840000000000002522e+00 7.780068846310144171e-01 1.248672068847310598e-03
3.850000000000002309e+00 7.859954363830918833e-01 1.327534046985724128e-03
3.860000000000002540e+00 7.942796345553437831e-01 1.422076935920933184e-03
3.870000000000003659e+00 8.027970226863632153e-01 1.532448107517765798e-03
3.880000000000003446e+00 8.114575211435640645e-01 1.657413546350540922e-03
3.890000000000002789e+00 8.202309083103389575e-01 1.793181894636986266e-03
3.900000000000002576e+00 8.291430442321400252e-01 1.935231326266976908e-03
3.910000000000002807e+00 8.382130128193048257e-01 2.082559830221928851e-03
3.920000000000002593e+00 8.474730975565287761e-01 2.236136029857134673e-03
3.930000000000002824e+00 8.569433421625877179e-01 2.395841440169768372e-03
3.940000000000002611e+00 8.665414310967823885e-01 2.559925930623694647e-03
3.950000000000002842e+00 8.761260480018453478e-01 2.727238910884521774e-03
3.960000000000003073e+00 8.856294223005174437e-01 2.898152589954457875e-03
3.970000000000002860e+00 8.950423330073566941e-01 3.072770611643575039e-03
3.980000000000003091e+00 9.043606763291127670e-01 3.249452683155453544e-03
3.990000000000002878e+00 9.136032602037400530e-01 3.424764575675201799e-03
4.000000000000003553e+00 9.228257057004246589e-01 3.595357075746135472e-03
4.010000000000004228e+00 9.320542617858672552e-01 3.757116413035680325e-03
4.020000000000003126e+00 9.412619034531753970e-01 3.905072255246585470e-03
4.030000000000002025e+00 9.504227167330697723e-01 4.037628266616595692e-03
4.040000000000003588e+00 9.595150486689969505e-01 4.164398220484815012e-03
4.050000000000003375e+00 9.685056697334629705e-01 4.296413472610122707e-03
4.060000000000003162e+00 9.773578530797435437e-01 4.434649544112586293e-03
4.070000000000002949e+00 9.860705493789535536e-01 4.571585274582470014e-03
4.080000000000004512e+00 9.946434340441305810e-01 4.700362838882625287e-03
4.090000000000003411e+00 1.003029322320281302e+00 4.817058484116747488e-03
4.100000000000002309e+00 1.011157233021963364e+00 4.918185617129799785e-03
4.110000000000002984e+00 1.018906181149210610e+00 5.004845415663981487e-03
4.120000000000003659e+00 1.026095964333915367e+00 5.081702837344955100e-03
4.130000000000003446e+00 1.032593674877434475e+00 5.152037132688811263e-03
4.140000000000003233e+00 1.038492664405138877e+00 5.214399095064684193e-03
4.150000000000003020e+00 1.043951489555654755e+00 5.265534044034712174e-03
4.160000000000003695e+00 1.049065441598677983e+00 5.301569813673090610e-03
4.170000000000002593e+00 1.053851939592676423e+00 5.318113436562904063e-03
4.180000000000003268e+00 1.058339582769403542e+00 5.312266712664094788e-03
4.190000000000003944e+00 1.062623687125955341e+00 5.291021404589511118e-03
4.200000000000003730e+00 1.066816046006432650e+00 5.264356033711132393e-03
4.210000000000003517e+00 1.070937349525092674e+00 5.239519775814056000e-03
4.220000000000003304e+00 1.074916846748701360e+00 5.219866692567964005e-03
4.230000000000003091e+00 1.078695710274668818e+00 5.206083288428478388e-03
4.240000000000002878e+00 1.082275219647537590e+00 5.186722236503053633e-03
4.250000000000003553e+00 1.085662946256504613e+00 5.145040218630139196e-03
4.260000000000004228e+00 1.088799110121039249e+00 5.075687511591909194e-03
4.270000000000003126e+00 1.091549300168114023e+00 4.989926883002923814e-03
4.280000000000003801e+00 1.093802256999414357e+00 4.899196993280956376e-03
4.290000000000003588e+00 1.095619893388998678e+00 4.807868449357125158e-03
4.300000000000003375e+00 1.097141387005047708e+00 4.715873390970420735e-03
4.310000000000003162e+00 1.098452210201835477e+00 4.621616293238072111e-03
4.320000000000003837e+00 1.099539377871011636e+00 4.524794497867005820e-03
4.330000000000004512e+00 1.100368315303980715e+00 4.424648934803356894e-03
4.340000000000003411e+00 1.100902788336251215e+00 4.314569113261764420e-03
