# X-ray diffraction data of amorphous ice, measured at APS beamline 6 ID-D by  Mariedahl et al. (J. Phys. Chem. B 2018, DOI: 10.1021/acs.jpcb.8b04823)# Oxygen-Oxygen Structure factor S_OO(Q) data shown in Figure 2 of corresponding paper# S_OO(Q) and standard error obtained by averaging individual runs on different sample positions within the same batch# eHDA (sample #2)
# Q[Å^-1] S_OO(Q) Error
4.360000000000003872e+00 9.819876811111886150e-01 1.243177451249552479e-02
4.370000000000003659e+00 9.844106589540428942e-01 1.246175645566178873e-02
4.380000000000003446e+00 9.869524476250712830e-01 1.251194564296743278e-02
4.390000000000003233e+00 9.896814515433914883e-01 1.257892624504730432e-02
4.400000000000004796e+00 9.925806939703183396e-01 1.263732911937560932e-02
4.410000000000003695e+00 9.956269011447004269e-01 1.267201322994327556e-02
4.420000000000002593e+00 9.987674400052967139e-01 1.268479430098400085e-02
4.430000000000003268e+00 1.001948454783519571e+00 1.267926620892090295e-02
4.440000000000003944e+00 1.005172712222223597e+00 1.265979280291684196e-02
4.450000000000003730e+00 1.008501445700558774e+00 1.263125954423476027e-02
4.460000000000003517e+00 1.012022921199860370e+00 1.258480502112042584e-02
4.470000000000003304e+00 1.015861627376838605e+00 1.248589665963722138e-02
4.480000000000003979e+00 1.020129837101806158e+00 1.230985270953437530e-02
4.490000000000002878e+00 1.024765945878353124e+00 1.213092186478836355e-02
4.500000000000003553e+00 1.029606617668655355e+00 1.207170628687797946e-02
4.510000000000004228e+00 1.034454386318371721e+00 1.217420635231835496e-02
4.520000000000004015e+00 1.039059119094493999e+00 1.231592119260376504e-02
4.530000000000003801e+00 1.043192261563864465e+00 1.236174540469686840e-02
4.540000000000003588e+00 1.046879192804885506e+00 1.229859114822547117e-02
4.550000000000003375e+00 1.050291923589582455e+00 1.218781414060822813e-02
4.560000000000003162e+00 1.053567402586770507e+00 1.208822952895032346e-02
4.570000000000003837e+00 1.056709008267729955e+00 1.204995048983557512e-02
4.580000000000004512e+00 1.059697159078465623e+00 1.211723220582516108e-02
4.590000000000003411e+00 1.062553442812550708e+00 1.227556861738125782e-02
4.600000000000004086e+00 1.065322061186475766e+00 1.246921017783909555e-02
4.610000000000003872e+00 1.068036879638557535e+00 1.265018016378863935e-02
4.620000000000003659e+00 1.070692761207633570e+00 1.279864278336238607e-02
4.630000000000003446e+00 1.073297731043408421e+00 1.290054775256667050e-02
4.640000000000004121e+00 1.075947215886112085e+00 1.296887512840308801e-02
4.650000000000004796e+00 1.078799960634936106e+00 1.303762588276491906e-02
4.660000000000003695e+00 1.081926163429789201e+00 1.312859878181569032e-02
4.670000000000002593e+00 1.085147102162503208e+00 1.322214580289059541e-02
4.680000000000004157e+00 1.088240731634038561e+00 1.329174726315174998e-02
4.690000000000003944e+00 1.091247884845857774e+00 1.334805806683842314e-02
4.700000000000003730e+00 1.094422493885803593e+00 1.343219428727298985e-02
4.710000000000004405e+00 1.097960476844611621e+00 1.357027924460560940e-02
4.720000000000005080e+00 1.101791525449815845e+00 1.373790506225898087e-02
4.730000000000003979e+00 1.105794941891455885e+00 1.390010573057690393e-02
4.740000000000002878e+00 1.109898741097282482e+00 1.403905610209907340e-02
4.750000000000003553e+00 1.114082742306482521e+00 1.415381012148484059e-02
4.760000000000004228e+00 1.118346797808190241e+00 1.424657565860527018e-02
4.770000000000004015e+00 1.122748691324738868e+00 1.432900993549715736e-02
4.780000000000003801e+00 1.127365935910520367e+00 1.441435770326678599e-02
4.790000000000005365e+00 1.132205000079279156e+00 1.450488874774709044e-02
4.800000000000004263e+00 1.137211067270246678e+00 1.459182217100698370e-02
4.810000000000003162e+00 1.142310732182872490e+00 1.466874564084002727e-02
4.820000000000003837e+00 1.147374262671904566e+00 1.474186894613578082e-02
4.830000000000004512e+00 1.152267929740672603e+00 1.482055945617951828e-02
4.840000000000004299e+00 1.156942733784830146e+00 1.490635572325520013e-02
4.850000000000004086e+00 1.161436344095832185e+00 1.499180656663706181e-02
4.860000000000003872e+00 1.165804141724319232e+00 1.507137869297394198e-02
4.870000000000004547e+00 1.170129901735509348e+00 1.515164594398187708e-02
4.880000000000003446e+00 1.174500924924335443e+00 1.524264006374021624e-02
4.890000000000004121e+00 1.178955556367426771e+00 1.534399014434860084e-02
4.900000000000004796e+00 1.183496262062729398e+00 1.544219723723209634e-02
4.910000000000003695e+00 1.188111550461416144e+00 1.552302857572121324e-02
4.920000000000004370e+00 1.192707464835152553e+00 1.557523776117606187e-02
4.930000000000004157e+00 1.197169067768607098e+00 1.558814081337736579e-02
4.940000000000003944e+00 1.201454293943633678e+00 1.556517718020370908e-02
4.950000000000003730e+00 1.205609404345403313e+00 1.552957731175380607e-02
4.960000000000004405e+00 1.209651330507958367e+00 1.550327223296605814e-02
4.970000000000005080e+00 1.213409904002933581e+00 1.548620979703078070e-02
4.980000000000003979e+00 1.216658736756875081e+00 1.546968742487649616e-02
4.990000000000002878e+00 1.219287397080298652e+00 1.545355840242357108e-02
5.000000000000004441e+00 1.221370429651084777e+00 1.545138327061205442e-02
5.010000000000004228e+00 1.223010921305984988e+00 1.547376400295537996e-02
5.020000000000004015e+00 1.224348597041870823e+00 1.550158866472831250e-02
5.030000000000004690e+00 1.225519925578790525e+00 1.550270324748558547e-02
5.040000000000005365e+00 1.226631405434043254e+00 1.546364496866869075e-02
5.050000000000004263e+00 1.227750843290414062e+00 1.540253571757150067e-02
5.060000000000003162e+00 1.228924924586684453e+00 1.533932559756082115e-02
5.070000000000003837e+00 1.230064436445549525e+00 1.528378484123278647e-02
5.080000000000004512e+00 1.231020815151165904e+00 1.524112114157188426e-02
5.090000000000004299e+00 1.231696585035307434e+00 1.520903304096134744e-02
5.100000000000004086e+00 1.232062033416971403e+00 1.517160295752849851e-02
5.110000000000005649e+00 1.232090179907870509e+00 1.511343890277486862e-02
5.120000000000004547e+00 1.231748819984570531e+00 1.504243912950959348e-02
5.130000000000003446e+00 1.231006237593530228e+00 1.497863725024415130e-02
5.140000000000004121e+00 1.229820640473668680e+00 1.493095020663129727e-02
5.150000000000004796e+00 1.228141439879023800e+00 1.488407986786355851e-02
5.160000000000004583e+00 1.225939339852770482e+00 1.481996696249295378e-02
5.170000000000004370e+00 1.223296222137157274e+00 1.473326776426111574e-02
5.180000000000004157e+00 1.220358128414467558e+00 1.462619928091772256e-02
5.190000000000004832e+00 1.217228448557278186e+00 1.450238028265820114e-02
5.200000000000003730e+00 1.213903277166284544e+00 1.436845513940518404e-02
5.210000000000004405e+00 1.210350454043128465e+00 1.423092369271075457e-02
5.220000000000005080e+00 1.206558878657348011e+00 1.409058563434608183e-02
5.230000000000003979e+00 1.202539695640478801e+00 1.394477931776174837e-02
5.240000000000004654e+00 1.198302965813570431e+00 1.379275495198151180e-02
5.250000000000004441e+00 1.193840806012757216e+00 1.363900934705715093e-02
5.260000000000004228e+00 1.189151353909114084e+00 1.348833979149394180e-02
5.270000000000004015e+00 1.184293506023606168e+00 1.333879933515894067e-02
5.280000000000004690e+00 1.179370109231990149e+00 1.318307366436201160e-02
5.290000000000005365e+00 1.174444787753585073e+00 1.301583142736822095e-02
5.300000000000004263e+00 1.169473191899269793e+00 1.283794102001771867e-02
5.310000000000003162e+00 1.164393577685626013e+00 1.265156997392794143e-02
5.320000000000004725e+00 1.159188332716295511e+00 1.246448852425601460e-02
5.330000000000004512e+00 1.153862232420401090e+00 1.228918710254990436e-02
5.340000000000004299e+00 1.148410304112595703e+00 1.213291166364688541e-02
5.350000000000004974e+00 1.142783705915068282e+00 1.198448743540076605e-02
5.360000000000005649e+00 1.136923001673068478e+00 1.182910470479127570e-02
5.370000000000004547e+00 1.130805760850986497e+00 1.166036097377581675e-02
5.380000000000003446e+00 1.124452668582393899e+00 1.147891276912437093e-02
5.390000000000004121e+00 1.117899572212487813e+00 1.128757598949414569e-02
5.400000000000004796e+00 1.111246480680080140e+00 1.109597409886239373e-02
5.410000000000004583e+00 1.104608083422854659e+00 1.091480679013065273e-02
5.420000000000004370e+00 1.098061455942943354e+00 1.074187491129365533e-02
5.430000000000005933e+00 1.091657201635532370e+00 1.056263030112718562e-02
5.440000000000004832e+00 1.085414459396040199e+00 1.036564538661539740e-02
5.450000000000003730e+00 1.079284357641098646e+00 1.015749060797465839e-02
5.460000000000004405e+00 1.073210600634069589e+00 9.949444243538370022e-03
5.470000000000005080e+00 1.067164298139372081e+00 9.754624149911900535e-03
5.480000000000004867e+00 1.061142691962418949e+00 9.586959711063297584e-03
5.490000000000004654e+00 1.055156508766387224e+00 9.453380675107555739e-03
5.500000000000004441e+00 1.049289679703285794e+00 9.332426085042856007e-03
5.510000000000005116e+00 1.043636030553363625e+00 9.195321958084009054e-03
5.520000000000004015e+00 1.038185254274878844e+00 9.031529191654145625e-03
5.530000000000004690e+00 1.032823144662855741e+00 8.851620669519118245e-03
5.540000000000005365e+00 1.027446734093657055e+00 8.667387367868010714e-03
5.550000000000004263e+00 1.022040942248529483e+00 8.495274493081862374e-03
5.560000000000004938e+00 1.016626899852671739e+00 8.353565196501993792e-03
5.570000000000004725e+00 1.011221642006416621e+00 8.248081079057025672e-03
5.580000000000004512e+00 1.005844518678002508e+00 8.166882429836253704e-03
5.590000000000004299e+00 1.000482031136071148e+00 8.095094513667395672e-03
5.600000000000004974e+00 9.950605710971748286e-01 8.007409290337795527e-03
5.610000000000005649e+00 9.894997020396144594e-01 7.874681708820968629e-03
5.620000000000004547e+00 9.837940524682923238e-01 7.694053131240603631e-03
5.630000000000003446e+00 9.780523327526826627e-01 7.502487014804268446e-03
5.640000000000005009e+00 9.723935243860251099e-01 7.335178984598809959e-03
5.650000000000004796e+00 9.669289867250694392e-01 7.191588124326280668e-03
5.660000000000004583e+00 9.617443027109026099e-01 7.055339561535955636e-03
5.670000000000005258e+00 9.568773857017890405e-01 6.920282788037602009e-03
5.680000000000005933e+00 9.523015036911327558e-01 6.796888490098095849e-03
5.690000000000004832e+00 9.479925089874234878e-01 6.694948585967239185e-03
5.700000000000003730e+00 9.439063722382740051e-01 6.604891321522786581e-03
5.710000000000004405e+00 9.400027442589085069e-01 6.508272493488463477e-03
5.720000000000005080e+00 9.363233717898825637e-01 6.406846813255001431e-03
5.730000000000004867e+00 9.330482829051236493e-01 6.343513212374370103e-03
5.740000000000004654e+00 9.303300454700865751e-01 6.371208153803848730e-03
5.750000000000006217e+00 9.280190945737373243e-01 6.495299604904978055e-03
5.760000000000005116e+00 9.257925161886393361e-01 6.667360381116489709e-03
5.770000000000004015e+00 9.232714957444326798e-01 6.784864313442020428e-03
5.780000000000004690e+00 9.199982618396015388e-01 6.688063756910703553e-03
5.790000000000005365e+00 9.155755661699193082e-01 6.245976220760042497e-03
5.800000000000005151e+00 9.102879967691573926e-01 5.587509427314251743e-03
5.810000000000004938e+00 9.048002699678505678e-01 4.979734255428486939e-03
5.820000000000004725e+00 8.996011451570078421e-01 4.579553101003054107e-03
5.830000000000005400e+00 8.947140746349321327e-01 4.332724623997594518e-03
5.840000000000004299e+00 8.900712830746781989e-01 4.171787974013608201e-03
5.850000000000004974e+00 8.855984194683755861e-01 4.077764833193562970e-03
5.860000000000005649e+00 8.812303756878314687e-01 4.046850294126424878e-03
5.870000000000004547e+00 8.769366963455921260e-01 4.054887147534791750e-03
5.880000000000005222e+00 8.727470733647949563e-01 4.059464815126603843e-03
5.890000000000005009e+00 8.687091669328156351e-01 4.021086611747780142e-03
5.900000000000004796e+00 8.649033220874561279e-01 3.936507138137983371e-03
5.910000000000004583e+00 8.614335386800524574e-01 3.829113729781938747e-03
5.920000000000005258e+00 8.583649644296738046e-01 3.718002789410096518e-03
5.930000000000005933e+00 8.557075055425906740e-01 3.603651933783698184e-03
5.940000000000004832e+00 8.534533554491950946e-01 3.484419300346009666e-03
5.950000000000003730e+00 8.515342079604336645e-01 3.370148614558196327e-03
5.960000000000005294e+00 8.498297313145516396e-01 3.279568174871527915e-03
5.970000000000005080e+00 8.482597826888201853e-01 3.222232431220856119e-03
5.980000000000004867e+00 8.468122826440817041e-01 3.179961488155639854e-03
5.990000000000005542e+00 8.454872002822214627e-01 3.130702716554457660e-03
6.000000000000006217e+00 8.442932995844775190e-01 3.070997149992517328e-03
6.010000000000005116e+00 8.432487084405799749e-01 3.009091291908290704e-03
6.020000000000004015e+00 8.423638091258078830e-01 2.947415144775298191e-03
6.030000000000004690e+00 8.416569069527537472e-01 2.878078040502277373e-03
6.040000000000005365e+00 8.411612606926274216e-01 2.788702207270752752e-03
6.050000000000005151e+00 8.407438697837684716e-01 2.684222555586208113e-03
6.060000000000004938e+00 8.400983291202218650e-01 2.583717131894243922e-03
6.070000000000006501e+00 8.390104531897416562e-01 2.494031361517000649e-03
6.080000000000005400e+00 8.377107960920534557e-01 2.408302729020208970e-03
6.090000000000004299e+00 8.365323993203500619e-01 2.319076275484888584e-03
6.100000000000004974e+00 8.356155018953846936e-01 2.236157169476544679e-03
6.110000000000005649e+00 8.349181376484607897e-01 2.185435952735861019e-03
6.120000000000005436e+00 8.344133237521861313e-01 2.190649405075756600e-03
6.130000000000005222e+00 8.341392474191381412e-01 2.245633159695280354e-03
6.140000000000005009e+00 8.341478174472433116e-01 2.316819200780918710e-03
6.150000000000005684e+00 8.344197460265414534e-01 2.380263078086917658e-03
6.160000000000004583e+00 8.348446340483633987e-01 2.445017080963446301e-03
6.170000000000005258e+00 8.353233020152220911e-01 2.519230208774924339e-03
6.180000000000005933e+00 8.358950812364248639e-01 2.585638950765417696e-03
6.190000000000004832e+00 8.366443743165344893e-01 2.619890246254402439e-03
6.200000000000005507e+00 8.375806530808969086e-01 2.624352991510593182e-03
6.210000000000005294e+00 8.386144794009205983e-01 2.635869419824321460e-03
6.220000000000005080e+00 8.396774856852379232e-01 2.687013925144518100e-03
6.230000000000004867e+00 8.408314020794526167e-01 2.773880614207414365e-03
6.240000000000005542e+00 8.421822551004675139e-01 2.876972423329268117e-03
6.250000000000006217e+00 8.437893018881355012e-01 2.980227655870046431e-03
6.260000000000005116e+00 8.456505266688968403e-01 3.074114581377175321e-03
6.270000000000004015e+00 8.477447553356820542e-01 3.148681201763071924e-03
6.280000000000005578e+00 8.500216548897947533e-01 3.196571095515649257e-03
6.290000000000005365e+00 8.524240405416564359e-01 3.210475205786289879e-03
6.300000000000005151e+00 8.549454869028653148e-01 3.196051567274506115e-03
6.310000000000005826e+00 8.576314080107501070e-01 3.182536362593124928e-03
6.320000000000006501e+00 8.605122841323405991e-01 3.198113247220449665e-03
6.330000000000005400e+00 8.635148876271460106e-01 3.236716561663367017e-03
6.340000000000004299e+00 8.665151450174758407e-01 3.274337535096678766e-03
6.350000000000004974e+00 8.694352086709296046e-01 3.294102106411412809e-03
6.360000000000005649e+00 8.722852687133153538e-01 3.297024240089028915e-03
6.370000000000005436e+00 8.750779721477367490e-01 3.287251639733384037e-03
6.380000000000005222e+00 8.777740695071840626e-01 3.268149258689776772e-03
6.390000000000006786e+00 8.802975095058563904e-01 3.239239209477242504e-03
6.400000000000005684e+00 8.826515273779959037e-01 3.205292106159858458e-03
6.410000000000004583e+00 8.849917111683591742e-01 3.185311565000629314e-03
6.420000000000004370e+00 8.874736837093881725e-01 3.197643721954701330e-03
6.430000000000005933e+00 8.900815530271245501e-01 3.247873615218693777e-03
6.440000000000005720e+00 8.926997679164142552e-01 3.334623723603438554e-03
6.450000000000005507e+00 8.952800362602412187e-01 3.450538308117147204e-03
6.460000000000005294e+00 8.979308583375439357e-01 3.575071648598532933e-03
6.470000000000005969e+00 9.007768778681480848e-01 3.687002537003863673e-03
6.480000000000004867e+00 9.038039896602260148e-01 3.779333539071429160e-03
6.490000000000006430e+00 9.069089384359757533e-01 3.850572987643619254e-03
6.500000000000006217e+00 9.100123918140030632e-01 3.900430371792809082e-03
6.510000000000005116e+00 9.131241062456559865e-01 3.938432311688403777e-03
6.520000000000005791e+00 9.162559003855634820e-01 3.976034758744482860e-03
6.530000000000005578e+00 9.194070894833948904e-01 4.017195540236166880e-03
6.540000000000005365e+00 9.225725389782475361e-01 4.060352969153047456e-03
6.550000000000005151e+00 9.257586408860788429e-01 4.100711596348644017e-03
6.560000000000004938e+00 9.290186959613797590e-01 4.124344811613846716e-03
6.570000000000006501e+00 9.324197837641151621e-01 4.115893175103881724e-03
6.580000000000005400e+00 9.359652496828224644e-01 4.068521682428207116e-03
6.590000000000004299e+00 9.396169362605713005e-01 3.982555241021088106e-03
6.600000000000005862e+00 9.433608228725044453e-01 3.867979565965604365e-03
6.610000000000005649e+00 9.472505318022611531e-01 3.760661783746295072e-03
6.620000000000005436e+00 9.513524263797403790e-01 3.698565002673417923e-03
6.630000000000006999e+00 9.555166193138218134e-01 3.681695464629741385e-03
6.640000000000006786e+00 9.594045859876175752e-01 3.672510602911804173e-03
6.650000000000005684e+00 9.627814795770334166e-01 3.642842175260625325e-03
6.660000000000004583e+00 9.657852245149850523e-01 3.614762195117590584e-03
6.670000000000004370e+00 9.686512877728800097e-01 3.611985133275421797e-03
6.680000000000005933e+00 9.714874113083812324e-01 3.640982333151357702e-03
6.690000000000005720e+00 9.743004151921033085e-01 3.703236501298393362e-03
6.700000000000005507e+00 9.770818410639966478e-01 3.802158613839690809e-03
6.710000000000007070e+00 9.798481131285914358e-01 3.944163940230630862e-03
6.720000000000005969e+00 9.826108422186862201e-01 4.135077277762281081e-03
6.730000000000004867e+00 9.854168185356178000e-01 4.359610556148161252e-03
6.740000000000006430e+00 9.883278102382195840e-01 4.575648996752230101e-03
6.750000000000006217e+00 9.913924272709482288e-01 4.744839931100545451e-03
6.760000000000006004e+00 9.945305322411157611e-01 4.872287025177397812e-03
6.770000000000005791e+00 9.976416199235306204e-01 4.976896721975454865e-03
6.780000000000005578e+00 1.000689453508645022e+00 5.071761199916296342e-03
6.790000000000006253e+00 1.003730011399656785e+00 5.161419670381402723e-03
6.800000000000005151e+00 1.006816418205587871e+00 5.249372203713320063e-03
6.810000000000004938e+00 1.009965949420696729e+00 5.331868223547010788e-03
6.820000000000006501e+00 1.013198559201866855e+00 5.403201474707514454e-03
6.830000000000005400e+00 1.016484247836617394e+00 5.463588277849102358e-03
6.840000000000006075e+00 1.019743506571444192e+00 5.520930334030376557e-03
6.850000000000005862e+00 1.022908199318153466e+00 5.581963990057259815e-03
6.860000000000005649e+00 1.026006959083852310e+00 5.642076683832564568e-03
6.870000000000005436e+00 1.029116485616746957e+00 5.691480786525478057e-03
6.880000000000006999e+00 1.032283909815415290e+00 5.729526518974297107e-03
6.890000000000006786e+00 1.035501497826746720e+00 5.769406666347195664e-03
6.900000000000005684e+00 1.038760179617698842e+00 5.822063888180794254e-03
6.910000000000004583e+00 1.042030597159572691e+00 5.879233929408271900e-03
6.920000000000006146e+00 1.045269899478203479e+00 5.924164076079221908e-03
6.930000000000005933e+00 1.048458210940815372e+00 5.947019331886523909e-03
6.940000000000005720e+00 1.051593751801023657e+00 5.949595037145710349e-03
6.950000000000005507e+00 1.054664114630767147e+00 5.936004680400633338e-03
6.960000000000007070e+00 1.057626808129049190e+00 5.916503299045229591e-03
6.970000000000005969e+00 1.060423926537835460e+00 5.903593690869362968e-03
6.980000000000004867e+00 1.063048549898586437e+00 5.903544601854014695e-03
6.990000000000006430e+00 1.065576221344010754e+00 5.911284480180506624e-03
7.000000000000006217e+00 1.068093550569772843e+00 5.921749408391303870e-03
7.010000000000006004e+00 1.070629012594165985e+00 5.943360240910697603e-03
7.020000000000005791e+00 1.073176690412840140e+00 5.991199351369613096e-03
7.030000000000007354e+00 1.075732562747055310e+00 6.069044434206278572e-03
7.040000000000006253e+00 1.078278716034612783e+00 6.156093340654917104e-03
7.050000000000005151e+00 1.080804240680050876e+00 6.227814777528743566e-03
7.060000000000004938e+00 1.083304068057346692e+00 6.265910149629674505e-03
7.070000000000006501e+00 1.085779974620586952e+00 6.256291082032317333e-03
7.080000000000006288e+00 1.088234668261645721e+00 6.198736526054438555e-03
7.090000000000006075e+00 1.090667197082743733e+00 6.122422173344556351e-03
7.100000000000005862e+00 1.093074917831353021e+00 6.057410682364226806e-03
7.110000000000006537e+00 1.095376780781648129e+00 6.012190103632788704e-03
7.120000000000005436e+00 1.097459491729638748e+00 5.983302422485805259e-03
7.130000000000006999e+00 1.099263803464724853e+00 5.966709087684091486e-03
7.140000000000006786e+00 1.100878581080592999e+00 5.958125131879547093e-03
7.150000000000005684e+00 1.102418552731867285e+00 5.954222572244841256e-03
7.160000000000006359e+00 1.103979204305357786e+00 5.965297028085933366e-03
7.170000000000006146e+00 1.105642950426095839e+00 6.011146061337344255e-03
7.180000000000005933e+00 1.107436578453224074e+00 6.103115778542202163e-03
7.190000000000005720e+00 1.109223437145447244e+00 6.221044262436507648e-03
7.200000000000005507e+00 1.110845714357216574e+00 6.334469705552680206e-03
7.210000000000007070e+00 1.112266421634201974e+00 6.426211340123321250e-03
7.220000000000005969e+00 1.113541478888039782e+00 6.493059388808542463e-03
7.230000000000004867e+00 1.114712393210271157e+00 6.534799230043268278e-03
7.240000000000006430e+00 1.115783852813873711e+00 6.558394853259152078e-03
7.250000000000006217e+00 1.116749552227394249e+00 6.571763053460129116e-03
7.260000000000006004e+00 1.117608159345457652e+00 6.580511023959231126e-03
7.270000000000007567e+00 1.118359134979757696e+00 6.586990188766327255e-03
7.280000000000007354e+00 1.119011154222622872e+00 6.591417832949339299e-03
7.290000000000006253e+00 1.119610464369260594e+00 6.589841244195612444e-03
7.300000000000005151e+00 1.120209866371484786e+00 6.577597307744737810e-03
7.310000000000004938e+00 1.120823940763174598e+00 6.558650387845334044e-03
7.320000000000006501e+00 1.121427986319971426e+00 6.543818555120856258e-03
7.330000000000006288e+00 1.122001304484661066e+00 6.540822797119870934e-03
7.340000000000006075e+00 1.122547827690185018e+00 6.546328802585287855e-03
7.350000000000007638e+00 1.123084383155678267e+00 6.553499132274542838e-03
7.360000000000006537e+00 1.123562085861503634e+00 6.556266713354848112e-03
7.370000000000005436e+00 1.123871900577112060e+00 6.550454519600434553e-03
7.380000000000006999e+00 1.123918153162066780e+00 6.531671047994921583e-03
7.390000000000006786e+00 1.123687178833394862e+00 6.495544191644987871e-03
7.400000000000006573e+00 1.123188442871932535e+00 6.438396818360955266e-03
7.410000000000006359e+00 1.122462827775374095e+00 6.364604078928932235e-03
7.420000000000006146e+00 1.121598148480864809e+00 6.288141787077421163e-03
7.430000000000006821e+00 1.120664594595493835e+00 6.217988563462637473e-03
7.440000000000005720e+00 1.119695480875646076e+00 6.136953698008412901e-03
7.450000000000005507e+00 1.118709515679348065e+00 6.019919428033645298e-03
7.460000000000007070e+00 1.117689662471137213e+00 5.872827437408234368e-03
7.470000000000005969e+00 1.116579547739925182e+00 5.742319017621566601e-03
7.480000000000006644e+00 1.115315324301564992e+00 5.668526514216433443e-03
7.490000000000006430e+00 1.113880236255081035e+00 5.642864284433667631e-03
7.500000000000006217e+00 1.112266288091223965e+00 5.639164863623425707e-03
7.510000000000006004e+00 1.110487868493262642e+00 5.643909743990420391e-03
7.520000000000007567e+00 1.108569169949631394e+00 5.658938060360148813e-03
7.530000000000007354e+00 1.106542905254689346e+00 5.681734362328647904e-03
7.540000000000006253e+00 1.104486855430653724e+00 5.694768389073760415e-03
7.550000000000005151e+00 1.102478471374204627e+00 5.674687701500204587e-03
7.560000000000006715e+00 1.100477437341307985e+00 5.615113557446184400e-03
7.570000000000006501e+00 1.098258415398578158e+00 5.538478153642081153e-03
7.580000000000006288e+00 1.095609492093331916e+00 5.464885749800255793e-03
7.590000000000006075e+00 1.092635453041859606e+00 5.377128840984330901e-03
7.600000000000007638e+00 1.089591453136021793e+00 5.241336606342552641e-03
7.610000000000006537e+00 1.086583673386696480e+00 5.048321619874491725e-03
7.620000000000005436e+00 1.083461877525718764e+00 4.832889875961191538e-03
7.630000000000006999e+00 1.080090262342661367e+00 4.630143722563209545e-03
7.640000000000006786e+00 1.076540167225566114e+00 4.452977067916433218e-03
7.650000000000006573e+00 1.073005713037175513e+00 4.303493571257985609e-03
7.660000000000006359e+00 1.069607163963758323e+00 4.183027122955720878e-03
7.670000000000007923e+00 1.066326373145020101e+00 4.094265916123120651e-03
7.680000000000006821e+00 1.063135376885847139e+00 4.038160241776371333e-03
7.690000000000005720e+00 1.059983198525734638e+00 3.999166135599063407e-03
7.700000000000005507e+00 1.056824052643042355e+00 3.950057564742173906e-03
7.710000000000007070e+00 1.053602521236158163e+00 3.877778250297608288e-03
7.720000000000006857e+00 1.050280739699555932e+00 3.799164843623181135e-03
7.730000000000006644e+00 1.046807466503019368e+00 3.728522257901138986e-03
7.740000000000006430e+00 1.043152547963340782e+00 3.664717356762073070e-03
7.750000000000007105e+00 1.039277197621993665e+00 3.600537296557891967e-03
7.760000000000006004e+00 1.035205904889156869e+00 3.531158061605622466e-03
7.770000000000007567e+00 1.031072204694447825e+00 3.453939776236505683e-03
7.780000000000007354e+00 1.027027272865320251e+00 3.366316590052517970e-03
7.790000000000006253e+00 1.023062265056974729e+00 3.274267403761039769e-03
7.800000000000006928e+00 1.019075379630983713e+00 3.190675563661379745e-03
7.810000000000006715e+00 1.015004838064619941e+00 3.124276852688297624e-03
7.820000000000006501e+00 1.010945382188636055e+00 3.072194480005392952e-03
7.830000000000006288e+00 1.007004622234364932e+00 3.030949794129688454e-03
7.840000000000006075e+00 1.003168205660457613e+00 2.996231975488675321e-03
7.850000000000007638e+00 9.993337291907348208e-01 2.962764698058144384e-03
7.860000000000006537e+00 9.954305780025526351e-01 2.926208359161843950e-03
7.870000000000005436e+00 9.915257466900762040e-01 2.888037963084926461e-03
7.880000000000006999e+00 9.877044647380555098e-01 2.849681595055469051e-03
7.890000000000006786e+00 9.839827411082283648e-01 2.798749205484929101e-03
7.900000000000006573e+00 9.803248352176069380e-01 2.711427308111462320e-03
7.910000000000008136e+00 9.767136974920078707e-01 2.572043354623079151e-03
7.920000000000007923e+00 9.731737266463613700e-01 2.396737382300048735e-03
7.930000000000006821e+00 9.697541191880589828e-01 2.207737787457096038e-03
7.940000000000005720e+00 9.664658595493537119e-01 2.030216954694418624e-03
7.950000000000005507e+00 9.632771146853545963e-01 1.892678582467375616e-03
7.960000000000007070e+00 9.601625227745126390e-01 1.814952028448035912e-03
7.970000000000006857e+00 9.570804322401887942e-01 1.790146458322235687e-03
7.980000000000006644e+00 9.539904840338025993e-01 1.805160068507188301e-03
7.990000000000008207e+00 9.508165015931596686e-01 1.850075503488303637e-03
8.000000000000007105e+00 9.474708018901614182e-01 1.908245451174222585e-03
8.010000000000006892e+00 9.439068785881445933e-01 1.959247879412557864e-03
8.020000000000008455e+00 9.402922773419498670e-01 2.003837821406721353e-03
8.030000000000006466e+00 9.368397298239760085e-01 2.055801035346851643e-03
8.040000000000006253e+00 9.336058830071701786e-01 2.117250856156322261e-03
8.050000000000006040e+00 9.304584183243432838e-01 2.170492071200518566e-03
8.060000000000004050e+00 9.272974067873125392e-01 2.197013951108715054e-03
8.070000000000007390e+00 9.242464252149266146e-01 2.206976768683164680e-03
8.080000000000007176e+00 9.214842791513980780e-01 2.219174883707631350e-03
8.090000000000005187e+00 9.190413294967788582e-01 2.246880883718991358e-03
8.100000000000006750e+00 9.167442367564589967e-01 2.295499087303819446e-03
8.110000000000006537e+00 9.144249815960182604e-01 2.364328429597145793e-03
8.120000000000006324e+00 9.120572293584925383e-01 2.428535472667134494e-03
8.130000000000007887e+00 9.096545578527855946e-01 2.451652825324390338e-03
8.140000000000005898e+00 9.072626036984700049e-01 2.428533811878602622e-03
8.150000000000007461e+00 9.049664433748905168e-01 2.398356788947389982e-03
8.160000000000009024e+00 9.028250140993504536e-01 2.396743918356908538e-03
8.170000000000007034e+00 9.007964799454950544e-01 2.432114311871663454e-03
8.180000000000006821e+00 8.987930732920387245e-01 2.504923392139861860e-03
