# X-ray diffraction data of amorphous ice, measured at APS beamline 6 ID-D by  Mariedahl et al. (J. Phys. Chem. B 2018, DOI: 10.1021/acs.jpcb.8b04823)# Oxygen-Oxygen Structure factor S_OO(Q) data shown in Figure 2 of corresponding paper# S_OO(Q) and standard error obtained by averaging individual runs on different sample positions within the same batch# LDA-II (sample #1)
# Q[Å^-1] S_OO(Q) Error
2.610000000000001652e+00 8.111561062893530849e-01 8.787648782026901903e-03
2.620000000000001883e+00 8.350316315627374086e-01 9.031072735857367459e-03
2.630000000000001670e+00 8.597286737334414175e-01 9.301982478767322968e-03
2.640000000000001901e+00 8.853843138111633371e-01 9.605082882467492339e-03
2.650000000000001688e+00 9.122206400631078793e-01 9.929833106407746218e-03
2.660000000000001474e+00 9.403901946935180334e-01 1.025530379338699880e-02
2.670000000000001705e+00 9.698364821691347615e-01 1.057282658164354627e-02
2.680000000000001936e+00 1.000395906848416283e+00 1.090629421521438318e-02
2.690000000000001723e+00 1.031896953234780367e+00 1.128274829493043467e-02
2.700000000000001510e+00 1.064257503584075337e+00 1.169857248204051424e-02
2.710000000000001741e+00 1.097516102402331439e+00 1.212825828620716674e-02
2.720000000000001972e+00 1.131899100593398266e+00 1.254574220861036024e-02
2.730000000000001759e+00 1.167569903633047357e+00 1.292626257548708593e-02
2.740000000000001545e+00 1.204540483507930304e+00 1.324912094175486298e-02
2.750000000000001776e+00 1.242615393654169509e+00 1.354327020098100923e-02
2.760000000000002007e+00 1.281508391375809852e+00 1.387568439043214766e-02
2.770000000000001794e+00 1.320842655598097659e+00 1.429042919079858386e-02
2.780000000000001581e+00 1.360179261326331934e+00 1.475223978989428052e-02
2.790000000000001812e+00 1.399204366222025708e+00 1.520752460862829017e-02
2.800000000000002043e+00 1.437846328439971400e+00 1.564331858318921548e-02
2.810000000000001830e+00 1.476133120313610991e+00 1.608530550264720624e-02
2.820000000000001616e+00 1.514133492527957703e+00 1.655682957301633090e-02
2.830000000000001847e+00 1.551990138757235460e+00 1.706377344732030663e-02
2.840000000000002078e+00 1.589685879265617219e+00 1.760842243196840060e-02
2.850000000000001865e+00 1.627059601764187402e+00 1.818541792086229153e-02
2.860000000000001652e+00 1.663999274617928403e+00 1.877345725331979256e-02
2.870000000000001883e+00 1.700486752440555804e+00 1.934273702095319972e-02
2.880000000000002114e+00 1.736335714244551465e+00 1.987132129122792454e-02
2.890000000000001901e+00 1.771408623995030185e+00 2.034337296935066763e-02
2.900000000000001688e+00 1.805574821317952328e+00 2.076418259409348877e-02
2.910000000000001918e+00 1.838532062771800923e+00 2.116038443806498789e-02
2.920000000000002149e+00 1.869779242891420612e+00 2.155267837988663823e-02
2.930000000000001936e+00 1.898985793785743059e+00 2.192885213576983156e-02
2.940000000000001723e+00 1.925933942730655435e+00 2.226769700125086696e-02
2.950000000000001954e+00 1.950464181183585222e+00 2.256138823576517294e-02
2.960000000000002185e+00 1.972453736743443375e+00 2.281807490404908281e-02
2.970000000000001972e+00 1.991937193901968328e+00 2.304441122245784110e-02
2.980000000000001759e+00 2.009057408349373297e+00 2.323364277270012143e-02
2.990000000000001990e+00 2.023861638046922984e+00 2.337479306506339352e-02
3.000000000000002220e+00 2.036111596099997811e+00 2.346453014817633659e-02
3.010000000000002007e+00 2.045346202766127330e+00 2.350888005594008873e-02
3.020000000000001794e+00 2.051150192055962052e+00 2.351439727422095088e-02
3.030000000000002025e+00 2.053372069761485896e+00 2.349179392079019796e-02
3.040000000000002256e+00 2.052022103420982457e+00 2.345398496208020780e-02
3.050000000000002043e+00 2.047263878865271280e+00 2.340455475134071289e-02
3.060000000000001830e+00 2.039366510161471080e+00 2.333165704360025405e-02
3.070000000000002061e+00 2.028506256901392746e+00 2.322086528240618203e-02
3.080000000000002292e+00 2.014787156663661261e+00 2.306416716646025183e-02
3.090000000000002078e+00 1.998314489106993719e+00 2.285679692226587345e-02
3.100000000000001865e+00 1.979221147319126572e+00 2.260028954837464341e-02
3.110000000000002096e+00 1.957649491327737135e+00 2.230570313684451453e-02
3.120000000000002327e+00 1.933775336132368849e+00 2.198301531763104111e-02
3.130000000000002114e+00 1.907842379182955739e+00 2.163047044686819409e-02
3.140000000000001901e+00 1.880080358440154198e+00 2.124129809238045966e-02
3.150000000000002132e+00 1.850662538120391831e+00 2.081595422234559095e-02
3.160000000000002363e+00 1.819731604408459491e+00 2.036775335963291259e-02
3.170000000000002149e+00 1.787483852285021602e+00 1.990935625139930373e-02
3.180000000000001936e+00 1.754044985967667447e+00 1.943397021255258497e-02
3.190000000000002167e+00 1.719507749230556826e+00 1.892458565812878135e-02
3.200000000000001954e+00 1.684048087559531170e+00 1.837582969954990042e-02
3.210000000000002185e+00 1.647953472128280694e+00 1.780659716696735353e-02
3.220000000000001528e+00 1.611393137581420776e+00 1.723748115482914497e-02
3.230000000000002647e+00 1.574360788215251716e+00 1.666941255505756392e-02
3.240000000000002878e+00 1.536853323130970006e+00 1.609155215038233361e-02
3.250000000000002220e+00 1.498933721246222595e+00 1.549449287084624788e-02
3.260000000000002451e+00 1.460641137773563303e+00 1.487343499103068074e-02
3.270000000000002238e+00 1.422048454448055832e+00 1.422765595749097070e-02
3.280000000000002469e+00 1.383309387264117118e+00 1.359622065306462235e-02
3.290000000000001812e+00 1.344490125711270689e+00 1.304059643180996951e-02
3.300000000000002043e+00 1.305561417254785805e+00 1.259097655385196628e-02
3.310000000000002274e+00 1.266614336538791186e+00 1.220205935158887901e-02
3.320000000000002505e+00 1.227899431944666997e+00 1.181618222334562297e-02
3.330000000000002736e+00 1.189669080651148292e+00 1.141419566115515517e-02
3.340000000000002078e+00 1.152217345261976167e+00 1.100592131159329294e-02
3.350000000000002309e+00 1.115856331018148184e+00 1.059868602663507908e-02
3.360000000000002096e+00 1.080738817114836881e+00 1.019300887112576347e-02
3.370000000000002327e+00 1.046829917196964610e+00 9.788355983407995980e-03
3.380000000000001670e+00 1.014074969696088901e+00 9.382547189285779521e-03
3.390000000000001901e+00 9.824318357068391183e-01 8.972165518015115873e-03
3.400000000000003020e+00 9.518620460680677908e-01 8.559149597233316892e-03
3.410000000000002363e+00 9.223991736691893317e-01 8.162344345387442801e-03
3.420000000000002593e+00 8.942805666898132610e-01 7.802892756144181631e-03
3.430000000000002380e+00 8.676616876735756545e-01 7.479773657687519353e-03
3.440000000000002611e+00 8.425200633660214766e-01 7.172666600135256879e-03
3.450000000000001954e+00 8.187848557445281950e-01 6.866231998879975679e-03
3.460000000000002185e+00 7.964594635529446132e-01 6.566497599366570397e-03
3.470000000000002416e+00 7.754215715031330669e-01 6.283698243514501854e-03
3.480000000000002647e+00 7.554180240123462564e-01 6.020463405228796035e-03
3.490000000000002878e+00 7.362587558184222614e-01 5.772415618564541960e-03
3.500000000000002220e+00 7.179454587229282536e-01 5.535538386458687538e-03
3.510000000000002451e+00 7.006329683120114948e-01 5.308737561154316595e-03
3.520000000000002238e+00 6.844787864704754421e-01 5.091637108954664287e-03
3.530000000000002469e+00 6.695648649242320616e-01 4.887962026840062327e-03
3.540000000000001812e+00 6.557922994259398619e-01 4.705929817440379463e-03
3.550000000000002931e+00 6.429438204457270656e-01 4.551362564666282251e-03
3.560000000000003162e+00 6.308387806756708960e-01 4.419488735181354225e-03
3.570000000000002505e+00 6.194601617920896253e-01 4.302682522388685642e-03
3.580000000000002736e+00 6.088187836017200372e-01 4.194327990410346048e-03
3.590000000000002522e+00 5.989408933897713005e-01 4.087910778056160453e-03
3.600000000000002753e+00 5.898765832590273650e-01 3.978809921769164287e-03
3.610000000000002096e+00 5.816646125169727677e-01 3.876689724463479661e-03
3.620000000000002327e+00 5.741690173990339208e-01 3.794988244307304429e-03
3.630000000000002558e+00 5.672288906626439253e-01 3.735238433663116368e-03
3.640000000000002789e+00 5.607805355524180246e-01 3.684751729862260905e-03
3.650000000000003020e+00 5.548457716706548526e-01 3.631589184290683579e-03
3.660000000000002363e+00 5.494516738031598457e-01 3.575021235868371984e-03
3.670000000000002593e+00 5.447002209739773004e-01 3.518250938496563559e-03
3.680000000000002380e+00 5.406954109606425529e-01 3.463493607113708045e-03
3.690000000000002611e+00 5.374212032026205454e-01 3.412161834350708241e-03
3.700000000000001954e+00 5.347494483652905917e-01 3.366340935111019651e-03
3.710000000000002185e+00 5.325701147537271751e-01 3.328393553180358094e-03
3.720000000000003304e+00 5.308052152798397039e-01 3.302275951414204713e-03
3.730000000000002647e+00 5.293271246835626886e-01 3.296615387895064295e-03
3.740000000000002878e+00 5.279863262064427021e-01 3.317711710879094836e-03
3.750000000000002665e+00 5.267094367685793976e-01 3.359228492068016235e-03
3.760000000000002895e+00 5.255913938944635211e-01 3.403835399464102875e-03
3.770000000000002238e+00 5.247698532482329981e-01 3.435473823353467088e-03
3.780000000000002469e+00 5.243183535561277697e-01 3.448759202493336794e-03
3.790000000000002700e+00 5.241529868320352614e-01 3.447711465259963373e-03
3.800000000000002931e+00 5.241294154773247227e-01 3.431098156429057255e-03
3.810000000000003162e+00 5.242835661773844746e-01 3.406519730101139048e-03
3.820000000000002505e+00 5.248430495219664760e-01 3.387152850156728481e-03
3.830000000000002736e+00 5.259660080983754593e-01 3.378577342979856117e-03
3.840000000000002522e+00 5.276137435860341895e-01 3.373125352935342231e-03
3.850000000000002753e+00 5.297297775313064561e-01 3.363052014969840527e-03
3.860000000000002096e+00 5.322640716779531989e-01 3.341910056488144910e-03
3.870000000000003215e+00 5.350819382097861121e-01 3.304003556273893936e-03
3.880000000000003446e+00 5.380277484045383751e-01 3.254712705870002956e-03
3.890000000000002789e+00 5.410204865082479664e-01 3.222535672426733114e-03
3.900000000000003020e+00 5.440442744761548877e-01 3.233665526350722273e-03
3.910000000000002807e+00 5.471564127245323039e-01 3.283186483622974137e-03
3.920000000000003038e+00 5.504778403313340673e-01 3.347376887584052260e-03
3.930000000000002380e+00 5.540995059628949226e-01 3.404954987835853882e-03
3.940000000000002611e+00 5.579634870769065724e-01 3.447609939819148636e-03
3.950000000000002842e+00 5.619508606769036962e-01 3.469922944657603293e-03
3.960000000000003073e+00 5.660707122178031403e-01 3.478660152329760089e-03
3.970000000000003304e+00 5.704293671720813697e-01 3.489072335961601601e-03
3.980000000000002647e+00 5.750992118166542433e-01 3.511388947213628549e-03
3.990000000000002878e+00 5.800663957908082091e-01 3.540005995058204385e-03
4.000000000000003553e+00 5.853381352492397216e-01 3.567318032289618340e-03
4.010000000000003340e+00 5.909488027404590227e-01 3.600775139060172735e-03
4.020000000000003126e+00 5.969216050196338719e-01 3.659553470111357246e-03
4.030000000000002913e+00 6.032577974183713776e-01 3.751055651632157189e-03
4.040000000000003588e+00 6.098885130568123536e-01 3.844650825700503434e-03
4.050000000000003375e+00 6.167207601228172908e-01 3.904085478589984330e-03
4.060000000000003162e+00 6.237287886095952416e-01 3.930822799046592396e-03
4.070000000000002949e+00 6.309816154444035652e-01 3.958235665432640465e-03
4.080000000000003624e+00 6.385457305601980327e-01 4.008531045196130765e-03
4.090000000000003411e+00 6.464218670365425856e-01 4.060897812396995106e-03
4.100000000000003197e+00 6.545845943505150810e-01 4.086619757092833406e-03
4.110000000000002984e+00 6.629938674628499395e-01 4.088721899608370458e-03
4.120000000000003659e+00 6.715831046793232506e-01 4.099073635714522643e-03
4.130000000000003446e+00 6.802971429406499126e-01 4.142659457690665674e-03
4.140000000000003233e+00 6.891578578713917214e-01 4.217119370976388573e-03
4.150000000000003020e+00 6.982158489539681545e-01 4.313817087900275772e-03
4.160000000000003695e+00 7.074893971264764048e-01 4.426342068737420046e-03
4.170000000000003482e+00 7.169506025164047447e-01 4.550331384121499706e-03
4.180000000000003268e+00 7.265841557358804215e-01 4.680828208221422468e-03
4.190000000000003055e+00 7.364452145600435262e-01 4.811371737633192425e-03
4.200000000000003730e+00 7.466072096692037974e-01 4.935078495011981786e-03
4.210000000000003517e+00 7.571131361489567002e-01 5.048296210930747555e-03
4.220000000000003304e+00 7.679834371427398665e-01 5.151713099361526424e-03
4.230000000000003091e+00 7.792332845758809245e-01 5.246595224157081516e-03
4.240000000000003766e+00 7.908275519134698728e-01 5.332664198255903862e-03
4.250000000000003553e+00 8.027033062621509174e-01 5.408521320989026493e-03
4.260000000000003340e+00 8.147654584206291961e-01 5.482492708311088869e-03
4.270000000000003126e+00 8.268889709751050532e-01 5.575084913891916252e-03
4.280000000000003801e+00 8.389517471432907936e-01 5.702070581106540546e-03
4.290000000000003588e+00 8.508806439707157221e-01 5.847495540234034020e-03
4.300000000000003375e+00 8.626363899880182817e-01 5.983815542876052239e-03
4.310000000000003162e+00 8.742275298987101095e-01 6.097725811783133790e-03
4.320000000000003837e+00 8.857070285319604830e-01 6.194011341965667723e-03
4.330000000000003624e+00 8.971166350922675781e-01 6.275978965481853085e-03
4.340000000000003411e+00 9.084828600904654161e-01 6.352590630162718854e-03
4.350000000000003197e+00 9.198277296847674478e-01 6.436769522072957952e-03
4.360000000000003872e+00 9.311886267222000413e-01 6.535597347284884638e-03
